id	harness	dom	kind	verdict	detail	pass
23970	crush	bugfix	fix	noise	pr-meta: b0b85e6: fix: add schema to jsonschema caarlos0	rule
23971	crush	bugfix	fix	noise	pr-meta: ce1a674: fix: bump bubbles to fix textarea	rule
23972	crush	bugfix	fix	noise	pr-meta: d8da2fb: fix: handle smaller text than screen	rule
23973	crush	bugfix	fix	noise	pr-meta: b045eec: fix: jediterm rendering via ultraviolet aymanbagaba	rule
23974	crush	bugfix	fix	noise	pr-meta: 7f77496: fix: handle nil body in http	rule
23975	crush	bugfix	fix	noise	pr-meta: cf72cb8: fix: make sure to make rendered	rule
23976	crush	bugfix	fix	noise	pr-meta: dbb998c: fix: width related commands not showing	rule
23977	crush	bugfix	fix	annotated	Cline 压缩 1024 硬帽压死 reasoning | 待核（	dedup-l
23978	crush	bugfix	fix	noise	pr-meta: bfd089d: chore: fix missing assignment kujtimiihoxha	rule
23979	crush	bugfix	fix	noise	pr-meta: 5177982: chore: fix model settings kujtimiihoxha	rule
23980	crush	bugfix	fix	noise	panic internal	manual
23981	crush	bugfix	fix	noise	pr-meta: 0b477ea: fix: http log kujtimiihoxha	rule
23982	crush	bugfix	fix	annotated	**Claude Code 2.1.252→2.1.278**（~27	dedup-l
23983	crush	bugfix	fix	noise	pr-meta: d3f28dd: fix: handle code agent not initialized	rule
23984	crush	bugfix	fix	noise	pr-meta: 5b79510: fix: improve path prefix checking reliability	rule
23985	crush	bugfix	fix	noise	pr-meta: e698239: fix: lint noctx issues caarlos0	rule
23986	crush	bugfix	fix	noise	pr-meta: 3eed184: fix: permissions path kujtimiihoxha	rule
23987	crush	bugfix	fix	noise	pr-meta: c990349: fix: default permissions of 0600 in	rule
23988	crush	bugfix	fix	noise	titleline: Even More Hot Fixes	rule
23989	crush	bugfix	fix	noise	pr-meta: 705790d: fix: nil pointer in view 403	rule
23990	crush	bugfix	fix	noise	prose noise	manual
23991	crush	bugfix	fix	noise	pr-meta: 52d459c: fix: tests kujtimiihoxha	rule
23992	crush	bugfix	fix	noise	model/provider line: This release fixes an issue with the	rule
23993	crush	bugfix	fix	noise	conv-fix: : openrouter api	rule
23994	crush	bugfix	fix	noise	conv-fix: : panic in non-interactive mode when no	rule
23995	crush	bugfix	fix	noise	prose noise	manual
23996	crush	bugfix	fix	noise	conv-fix: : lint for var blocks	rule
23997	crush	bugfix	fix	noise	conv-fix: : custom headers and system prefix	rule
23998	crush	bugfix	fix	noise	conv-fix: : openrouter issues	rule
23999	crush	bugfix	fix	noise	conv-fix: : word case	rule
24000	crush	api-sdk	perf	noise	prose noise	manual
24001	crush	api-sdk	other	dup	non-interactive reasoning — 无头推理已有	manual
24002	crush	api-sdk	feat	noise	marketing: We also ripped the Swagger stuff from	rule
24003	crush	api-sdk	other	dup	client-server mode — 已有	manual
24004	crush	api-sdk	other	noise	prose noise	manual
24005	crush	api-sdk	other	noise	titleline: Hardening Client-Server Mode	rule
24006	crush	api-sdk	other	dup	client-server experimental — 已有	manual
24007	crush	api-sdk	other	noise	model/provider line: Crush wasnt allowing users to some MiniMax	rule
24008	crush	api-sdk	fix	annotated	开屏 | Qwen OAuth 设备流+API key+~15 pr	dedup-l
24009	crush	api-sdk	feat	noise	pr-meta: 6dcaab1: feat: add swagger api docs generation	rule
24010	crush	api-sdk	other	annotated	开屏 | `/doctor` 自检、`/init` 写 CLAUDE	dedup-l
24011	crush	api-sdk	other	dup	crush run non-interactive — 无头已有	manual
24012	crush	api-sdk	other	noise	pr-meta: fad58e2: feat: be able to continue non-interactive	rule
24013	crush	api-sdk	other	noise	provider-meta: IO.net API keys are now properly validated	rule
24014	crush	api-sdk	other	noise	provider-meta: Lets Edit our API Keys	rule
24015	crush	api-sdk	other	noise	prose noise	manual
24016	crush	api-sdk	other	noise	prose noise	manual
24017	crush	api-sdk	other	noise	prose noise	manual
24018	crush	api-sdk	other	noise	pr-meta: 389a6ab: chorenoninteractive: accept a writer for output	rule
24019	crush	api-sdk	feat	annotated	memory write 名/id FK 崩溃修复 | 踩坑：API	dedup-l
24020	crush	api-sdk	other	noise	pr-meta: 7d0a6ad: refactor: adjustment based on fantasy api	rule
24021	crush	api-sdk	other	noise	pr-meta: 14f2f9c: refactor: use v2 declarative API 1229	rule
24022	crush	api-sdk	other	noise	pr-meta: 7eef0b1: chore: embed version in build/install tasks	rule
24023	crush	orchestration	feat	annotated	`--reasoning-effort` 非交互 flag | 同构	dedup-l
24024	crush	orchestration	other	noise	pr-meta: 492460a: refactor: make the coordinator use a	rule
24025	crush	orchestration	fix	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	dedup-l
24026	crush	orchestration	fix	noise	pr-meta: 23157b6: fixagent: move reauth notification from agent	rule
24027	crush	orchestration	other	noise	pr-meta: b8989b9: refactorskills: make coordinator the sole skill	rule
24028	crush	orchestration	perf	annotated	计费 | ACU 动作计量+idle 停表+配额 | 🟡 | bud	dedup-l
24029	crush	orchestration	other	noise	pr-meta: e0d5454: refactor: extract common sub-agent execution logic	rule
24030	crush	orchestration	fix	noise	pr-meta: 262c74e: fixagent: fix minor bugs in coordinator	rule
24031	crush	orchestration	other	noise	pr-meta: c70d34d: chore: make it so the small	rule
24032	crush	orchestration	other	dup	subagent URL fetch reason — 子代理抓取已有	manual
24033	crush	mcp-tools	other	noise	pr-meta: efba40b: feat: OpenAI oAuth andrinoff	rule
24034	crush	mcp-tools	other	noise	pr-meta: 18447d5: oauth-cli: adjust inline logout TUIs meowgorithm	rule
24035	crush	mcp-tools	other	noise	pr-meta: bc3931c: oauth-cli: overhaul and unify oauth TUIs	rule
24036	crush	mcp-tools	other	noise	pr-meta: 7a63cb1: oauth-ui: small nudges meowgorithm	rule
24037	crush	mcp-tools	other	noise	pr-meta: e2f077c: oauth-ui: use ChatGPT instead of OpenAI	rule
24038	crush	mcp-tools	fix	boundary	saas-3p: Fixed Sentry MCP others	rule
24039	crush	mcp-tools	fix	boundary	saas-3p: A misconfiguration made it impossible to authenticate	rule
24040	crush	mcp-tools	fix	noise	dep bump	manual
24041	crush	mcp-tools	fix	annotated	MCP init 等待有界/错误域隔离/sessionless |	dedup-l
24042	crush	mcp-tools	fix	annotated	session 搜索范围开关（仅 prompts vs prompt	dedup-l
24043	crush	mcp-tools	fix	dup	GitHub MCP fixes — MCP已有	manual
24044	crush	mcp-tools	fix	dup	GitHub MCP — MCP已有	manual
24045	crush	mcp-tools	other	noise	mcp internal	manual
24046	crush	mcp-tools	fix	annotated	sessionless GitHub MCP | N/A |	dedup-l
24047	crush	mcp-tools	fix	noise	pr-meta: 82557e2: fixmcp: fix sessionless mcp servers e.g.	rule
24048	crush	mcp-tools	fix	noise	pr-meta: 460a877: fix: preserve first line indentation in	rule
24049	continue,crush	mcp-tools	fix	dup	MCP fixes — MCP已有	manual
24050	crush	mcp-tools	fix	dup	MCP misconfig reliability — 容错已有	manual
24051	crush	mcp-tools	fix	noise	pr-meta: cce8871: fixmcp: repair stdio startup diagnostics 3634	rule
24052	crush,opencode,windsurf	mcp-tools	other	dup	MCP improvements — MCP已有	manual
24053	crush	mcp-tools	fix	noise	pr-meta: c78cc67: fixmcp: only wait for slow MCP	rule
24054	crush	mcp-tools	fix	noise	pr-meta: 48768f8: fixui: dont block interactive prompts on	rule
24055	crush	mcp-tools	other	noise	pr-meta: f50509d: choremcp: log how long each MCP	rule
24056	crush	mcp-tools	fix	noise	prose noise	manual
24057	crush	mcp-tools	perf	dup	slow MCP timeout reduced — 超时治理已有	manual
24058	crush	mcp-tools	other	dup	MCP OAuth server-client mode — OAuth 已有	manual
24059	crush	mcp-tools	fix	noise	pr-meta: ebd1857: fixserver: mcp auth in client-server mode	rule
24060	crush	mcp-tools	fix	noise	pr-meta: bb3d449: fix: reduce default and suggested mcp	rule
24061	crush	mcp-tools	other	noise	pr-meta: 97ac154: choremcpui: make needs auth color tang	rule
24062	crush	mcp-tools	other	noise	pr-meta: fb0f6c5: refactorserver: tidy mcp client-server auth wiring	rule
24063	crush	mcp-tools	feat	noise	config noise	manual
24064	crush	mcp-tools	other	noise	config noise	manual
24065	crush	mcp-tools	other	noise	config noise	manual
24066	crush	mcp-tools	other	noise	config noise	manual
24067	crush	mcp-tools	other	dup	MCP OAuth enhanced — OAuth已有	manual
24068	crush	mcp-tools	feat	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24069	crush	mcp-tools	other	noise	pr-meta: 1c07454: featoauth: give the browser redirect a	rule
24070	crush	mcp-tools	fix	noise	pr-meta: 560986c: fixmcp: MCP server loading in server-client	rule
24071	crush	mcp-tools	fix	noise	pr-meta: 2ca5a8c: fixmcp: normalize oauth metadata redirects 3415	rule
24072	crush	mcp-tools	fix	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24073	crush	mcp-tools	fix	noise	pr-meta: c3fd60e: fixmcp: remove orphaned tokens from oauths	rule
24074	crush	mcp-tools	perf	noise	prose noise	manual
24075	crush	mcp-tools	other	dup	MCP OAuth — OAuth已有	manual
24076	crush	mcp-tools	other	dup	MCP prompts restored — 提示已有	manual
24077	crush	mcp-tools	feat	dup	MCP prompts re-added — MCP提示已有	manual
24078	crush	mcp-tools	feat	annotated	扩展 | skills（SKILL.md+`!cmd`动态注入）、p	dedup-l
24079	crush	mcp-tools	other	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24080	crush	mcp-tools	other	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24081	crush	mcp-tools	feat	cand	remote-mcp: HTTP MCP servers OAuth	dedup-h
24082	crush	mcp-tools	other	noise	pr-meta: a1cf002: featmcp: detect claude/channel capability and recei	rule
24083	crush	mcp-tools	fix	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24084	crush	mcp-tools	fix	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24085	crush	mcp-tools	fix	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24086	crush	mcp-tools	fix	annotated	QA harness（ACP/控制面/MCP/权限流一致性测试） |	dedup-l
24087	crush	mcp-tools	fix	noise	pr-meta: 14fa1de: fixmcp: prevent clients from inheriting channel	rule
24088	crush	mcp-tools	fix	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24089	crush	mcp-tools	fix	noise	pr-meta: f7c53cb: fixmcp: route channel messages through must-deliver	rule
24090	crush	mcp-tools	fix	annotated	> **证据口径**: 对方功能以 `harnesses/<name>.	dedup-l
24091	crush	mcp-tools	feat	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24092	crush	mcp-tools	fix	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24093	crush	mcp-tools	feat	noise	pr-meta: 67e748e: revert: remove 3348 OAuth implementation superseded	rule
24094	crush	mcp-tools	other	dup	Hyper OAuth — OAuth已有	manual
24095	crush	mcp-tools	feat	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24096	crush	mcp-tools	fix	noise	pr-meta: 461976d: fixcommands: scope logout command to oauth	rule
24097	crush	mcp-tools	fix	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	dedup-l
24098	crush	mcp-tools	fix	noise	pr-meta: 009ce62: fixmcp: serialize renewals restore all registries	rule
24099	crush	mcp-tools	fix	noise	pr-meta: 8246dff: fixmcp: wait for MCP init before	rule
24100	crush	mcp-tools	fix	noise	pr-meta: 31550cb: fixdialog: fix OAuth content wrapping and	rule
24101	crush	mcp-tools	fix	noise	pr-meta: b75d6bc: fixoauth: fix the ui freeze on	rule
24102	crush	mcp-tools	fix	noise	pr-meta: a07d304: fixhyper: refresh hyper oauth token before	rule
24103	crush	mcp-tools	fix	dup	invalid JSON tool args不再断session — error tolerance	dedup-h
24104	crush	mcp-tools	fix	noise	pr-meta: 21a457d: fix: validate tool call JSON before	rule
24105	crush	mcp-tools	fix	noise	GLM Fireworks internal	manual
24106	crush	mcp-tools	fix	noise	Hyper OAuth fix internal	manual
24107	crush	mcp-tools	fix	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	dedup-l
24108	crush	mcp-tools	fix	noise	pr-meta: d87a632: fixoauth: harden IsExpired with minimum buffer	rule
24109	crush	mcp-tools	fix	noise	pr-meta: c83418d: fixoauth: stop fabricating token lifetime when	rule
24110	crush	mcp-tools	fix	annotated	OpenAI OAuth 登录族 | provider auth 变	dedup-l
24111	crush	mcp-tools	feat	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24112	crush	mcp-tools	fix	noise	pr-meta: dbd40d8: featconfig: resolve MCP args and thread	rule
24113	crush	mcp-tools	fix	dup	glob empty result stall fix — 空结果容错已有	manual
24114	crush	mcp-tools	fix	dup	invalid tool call handle — 容错已有	manual
24115	crush	mcp-tools	fix	noise	pr-meta: 8bc4a75: fixconfig: atomically update multiple fields during	rule
24116	crush	mcp-tools	fix	noise	pr-meta: b90bcc3: fixui: allow oauth modals to consume	rule
24117	crush	mcp-tools	fix	noise	pr-meta: 086cfda: fix: update fantasy with tool call	rule
24118	crush	mcp-tools	feat	annotated	P1 | 非视觉模型图片静默丢弃（Crush） | ✅ 已防：N8	dedup-l
24119	crush	mcp-tools	fix	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	dedup-l
24120	crush	mcp-tools	other	noise	pr-meta: 9c4a316: choreuistyles: color edits and copyedits for	rule
24121	crush	mcp-tools	fix	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24122	crush	mcp-tools	perf	cand	schema-slim: tool call descriptions减98%(flag)	dedup-h
24123	crush	mcp-tools	other	annotated	session origin 过滤（Slack/Web/API/Ji	dedup-l
24124	crush	mcp-tools	fix	noise	pr-meta: c41a1a0: fixagent: validate tool call/results strip tags	rule
24125	crush	mcp-tools	fix	noise	pr-meta: f78baed: fixtools: drastically reduce tool call description	rule
24126	crush	mcp-tools	feat	boundary	Crush self-config	dedup-h
24127	crush	mcp-tools	fix	annotated	MCP 工具顺序 | **上游残余**——pi 上游 prompt	dedup-l
24128	crush	mcp-tools	fix	annotated	执行 | 权限=规则库（tool×scope×wildcard 调用	dedup-l
24129	crush	mcp-tools	fix	noise	pr-meta: 4a3df1e: fixdialog: use valid key binding name	rule
24130	crush	mcp-tools	fix	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	dedup-l
24131	crush	mcp-tools	other	boundary	One MCP marketing — their product	manual
24132	crush	mcp-tools	fix	noise	pr-meta: 41a931e: fixmcp: restore handling for unsupported resources/	rule
24133	crush	mcp-tools	fix	noise	pr-meta: dff955f: fixmcp: gracefully handle Method not found	rule
24134	crush	mcp-tools	fix	noise	pr-meta: af86738: fix: detect and stop tool call	rule
24135	crush	mcp-tools	fix	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	dedup-l
24136	crush	mcp-tools	other	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	dedup-l
24137	crush	mcp-tools	feat	noise	pr-meta: b66f96e: featmcp: resources support 2123 caarlos0	rule
24138	crush	mcp-tools	fix	noise	pr-meta: 775cf3a: fixmcp: race condition logs 2145 caarlos0	rule
24139	crush	mcp-tools	feat	noise	pr-meta: fea878e: featmcp: support server side instructions 2015	rule
24140	crush	mcp-tools	feat	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	dedup-l
24141	crush	mcp-tools	feat	annotated	每轮显示路由命中的模型（Hyper） | 变体（statusline	dedup-l
24142	crush	mcp-tools	fix	dup	MCP fix — MCP已有	manual
24143	crush	mcp-tools	fix	noise	pr-meta: c0662f1: fix: do not wait for MCP	rule
24144	crush	mcp-tools	fix	noise	pr-meta: 43b0e0b: fixmcp: centrally filter disabled tools 1622	rule
24145	crush	mcp-tools	fix	annotated	MCP 工具顺序 | **上游残余**——pi 上游 prompt	dedup-l
24146	crush	mcp-tools	other	noise	prose noise	manual
24147	crush	mcp-tools	feat	annotated	会话 | sessions list/resume/fork；IDE	dedup-l
24148	crush	mcp-tools	fix	noise	pr-meta: b621f93: fix: refresh oauth token in the	rule
24149	crush	mcp-tools	fix	noise	pr-meta: cd3bd53: fixmcp: always call ListTools to discover	rule
24150	crush	mcp-tools	fix	noise	pr-meta: 5a7c715: fixmcp: client being killed 1419 caarlos0	rule
24151	crush	mcp-tools	other	dup	MCP Prompts — 提示已有	manual
24152	crush	mcp-tools	feat	cand	remote-mcp: MCP stored prompts模板支持	dedup-h
24153	crush	mcp-tools	feat	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24154	crush	mcp-tools	fix	noise	pr-meta: e519d6f: fixmcp: tool/prompt list update caarlos0	rule
24155	crush	mcp-tools	fix	noise	pr-meta: 5d01173: fix: handle delayed mcp init caarlos0	rule
24156	crush	mcp-tools	other	noise	pr-meta: 29a73e1: docsreadme: improve mcp example to have	rule
24157	crush	mcp-tools	other	noise	pr-meta: 54076c0: refactormcp: some more decoupling caarlos0	rule
24158	crush	mcp-tools	fix	noise	pr-meta: 4519e19: fixmcp: improve cache hits when using	rule
24159	crush	mcp-tools	fix	noise	pr-meta: 015632a: fixmcp: make sure to cancel context	rule
24160	crush	mcp-tools	other	noise	prose noise	manual
24161	crush	mcp-tools	fix	noise	prose noise	manual
24162	crush	mcp-tools	fix	noise	pr-meta: 23e0fd4: fixmcp: add type assertion guards 1239	rule
24163	crush	mcp-tools	fix	noise	pr-meta: ce72a48: fixmcp: append to os.Environ 1242 caarlos0	rule
24164	crush	mcp-tools	fix	noise	pr-meta: b896a25: fixmcp: avoid nil errors for tool	rule
24165	crush	mcp-tools	fix	noise	pr-meta: 3a99542: fixmcp: improve STDIO error handling 1244	rule
24166	crush	mcp-tools	other	noise	prose noise	manual
24167	crush	mcp-tools	other	dup	MCP notifications — 通知已有	manual
24168	crush	mcp-tools	feat	cand	remote-mcp: MCP notification支持	dedup-h
24169	crush	mcp-tools	feat	annotated	M130 MCP list_changed | **MISSING*	dedup-l
24170	crush	mcp-tools	fix	noise	pr-meta: 886bb7c: fixmcp: fix ui description double spaces	rule
24171	crush	mcp-tools	feat	annotated	MCP 协议版本可配 | N/A 无 MCP |	dedup-l
24172	crush	mcp-tools	fix	noise	pr-meta: 6cd1733: fixmcp: SSE MCPs not working 1157	rule
24173	crush	mcp-tools	fix	noise	pr-meta: 4f28c51: fixmcp: do not eat list tools	rule
24174	crush	mcp-tools	fix	noise	pr-meta: 09d8e75: fixmcp/lsp: expand variable in commands 1116	rule
24175	crush	mcp-tools	other	noise	pr-meta: 9654218: featpermissions: pretty-print MCP JSON Amolith	rule
24176	crush	mcp-tools	fix	noise	pr-meta: 2fd3b43: fixmcp: improve timeout errors 1108 caarlos0	rule
24177	crush	mcp-tools	fix	noise	pr-meta: 91b6b31: fixmcp: pass down mcp name to	rule
24178	crush	mcp-tools	fix	noise	pr-meta: 1f35d54: fix: lsp/mcp command expand 1105 caarlos0	rule
24179	crush	mcp-tools	other	noise	pr-meta: ee860b9: docs: document more mcp options caarlos0	rule
