idx	score	cluster	src	verdict	detail	pass
1105	11	memory-context	s11	dup	platform-owned数据读取要ask — file boundary族	manual
1106	11	models-routing	s11	dup	mid-stream transient重试×3(同514) — retry	manual
1107	11	models-routing	s11	boundary	OpenRouter按throughput排序provider	manual
1108	11	models-routing	s11	boundary	Claude Code作为API provider	manual
1109	11	models-routing	s11	noise	Qwen Token Plan providers	manual
1110	11	models-routing	s11	dup	/login auth来源标签(--api-key/env/...) — auth labels	manual
1111	11	models-routing	s11	noise	GPT-4.1系列add	manual
1112	11	models-routing	s11	cand	delegate-params: project级named fork profiles(tool allowlists+prompt hints)	manual
1113	11	models-routing	s11	dup	/responses端点支持 — provider transport	manual
1114	11	models-routing	s11	dup	per external agent默认model — agent model default	manual
1115	11	models-routing	s11	dup	provider/model identity注入system prompt — identity injection	manual
1116	11	models-routing	s11	dup	keychain credentials in-place更新 — auth refresh	manual
1117	11	models-routing	s11	boundary	Claude CLI text-delta→reasoning preview桥	manual
1118	11	models-routing	s11	dup	onboarding转发--openai-api-key等 — onboarding	manual
1119	11	models-routing	s11	dup	inspect_site screenshot+console log — browser已实装	manual
1120	11	models-routing	s11	dup	legacy speech config自动迁移 — config migration	manual
1121	11	models-routing	s11	dup	summary请求用主对话sampling params — compaction params	manual
1122	11	models-routing	s11	dup	New Session picker reasoning level持久 — reasoning persist	manual
1123	11	models-routing	s11	noise	Copilot Chat Gemini 2.5 Pro	manual
1124	11	models-routing	s11	boundary	Discord voice播放/wake	manual
1125	11	models-routing	s11	noise	legacy Nano Banana provider seed修复	manual
1126	11	models-routing	s11	dup	catalog refresh pi.dev keyed解析+throttle — catalog	manual
1127	11	models-routing	s11	dup	undefined provider request controls省略 — request hygiene	manual
1128	11	models-routing	s11	dup	retry.provider.{timeoutMs,maxRetries,maxRetryDelayMs} — retry config	manual
1129	11	models-routing	s11	boundary	GPT-5.6 Ultra Sol/Terra/Luna引擎切换	manual
1130	11	models-routing	s11	noise	GPT-6 Astra支持	manual
1131	11	models-routing	s11	noise	Gemini-3.0-Pro add	manual
1132	11	models-routing	s11	variant	request-wide input-token pricing tiers(长context计费)	manual
1133	11	models-routing	s11	variant	kimi-coding默认claude-code UA头	manual
1134	11	models-routing	s11	dup	credential validation failures归auth error触发fallback — failover	manual
1135	11	models-routing	s11	dup	models auth list per-agent profiles — auth inspect	manual
1136	11	models-routing	s11	boundary	app chrome context menu抑制	manual
1137	11	models-routing	s11	dup	SessionImportService发现+导入Claude Code/Codex历史 — session_import已实装	manual
1138	11	models-routing	s11	noise	Fable 5.1/SuperGrok usage	manual
1139	11	models-routing	s11	boundary	Ollama first-class setup	manual
1140	11	models-routing	s11	dup	pasted API keys剥离invisible chars(newlines/zero-width) — input sanitize已实装(INVISIBLE_UNICODE)	manual
1141	11	models-routing	s11	dup	models.json modelOverrides不改built-in — config override	manual
1142	11	models-routing	s11	boundary	inbound.reply.agent pluggable CLI/parser	manual
1143	11	models-routing	s11	cand	hook-forms: hooks.allowPromptInjection+unknown typed hook名校验	manual
1144	11	models-routing	s11	boundary	OpenRouter/Copilot/Codex provider逻辑进bundled plugins	manual
1145	11	models-routing	s11	dup	explicit config refs自动加载bundled plugins — plugin loading	manual
1146	11	models-routing	s11	dup	retry.provider.* controls — retry config	manual
1147	11	models-routing	s11	dup	local CLI provider(Claude/Codex)无API key可起session — auth reuse	manual
1148	11	models-routing	s11	boundary	Azure Speech TTS provider	manual
1149	11	models-routing	s11	dup	media HTTP base URL/auth/header集中 — transport	manual
1150	11	models-routing	s11	boundary	providers.json重构(其config重构)	manual
1151	11	models-routing	s11	noise	GLM-5.2/Haiku 4.5 catalog	manual
1152	11	models-routing	s11	dup	/new /reset清auto-sourced model/provider/auth overrides — reset hygiene	manual
1153	11	models-routing	s11	boundary	semantic search需OPENAI_API_KEY	manual
1154	11	models-routing	s11	boundary	video aspect-ratio/resolution hints	manual
1155	11	models-routing	s11	dup	accept前可编辑Claude的改动 — approve-edit UX(与154同族)	manual
1156	11	orchestration	s11	dup	extension/hook context含conversation history+subagent identity — hook context	manual
1157	11	orchestration	s11	boundary	Agent Backend选择(Claude/Codex/KAS)	manual
1158	11	orchestration	s11	dup	cron isolated runs subagent model fallbacks转发 — schedule policy	manual
1159	11	orchestration	s11	dup	多subagent children session history渲染修复 — session tree	manual
1160	11	orchestration	s11	dup	malformed tool args后idle loop修复 — turn integrity	manual
1161	11	orchestration	s11	dup	pending subagent completion announcements保留 — announce	manual
1162	11	orchestration	s11	dup	plan subagent可Write/Edit plan文件 — plan tools	manual
1163	11	orchestration	s11	dup	subagent prompt上答的permission/mode应用全session — grant scope	manual
1164	11	orchestration	s11	cand	delegate-modes: delegate_task live编排(list running children+steer mid-run)	manual
1165	11	orchestration	s11	dup	stream-json输出用provider实报model id — model reporting	manual
1166	11	orchestration	s11	dup	sub-agent未指定model继承主会话 — delegate model inherit	manual
1167	11	orchestration	s11	dup	sub-agent hooks session_id指主session — hook session routing	manual
1168	11	orchestration	s11	dup	sub-agent messages带parent tool identifier — provenance	manual
1169	11	orchestration	s11	cand	delegate-params: 调用时动态model selection	manual
1170	11	orchestration	s11	boundary	subagent orchestration custom tool示例	manual
1171	11	orchestration	s11	dup	cancel信号统一清理runtime state — cancel cleanup	manual
1172	11	orchestration	s11	dup	delegate_task live transcripts+durable background — delegate-modes族	manual
1173	11	orchestration	s11	variant	strict-mcp-config trusted built-in subagent scoped MCP白名单	manual
1174	11	other	s11	boundary	ShareLink公开HTML部署	manual
1175	11	other	s11	boundary	Vim tag stack navigation	manual
1176	11	other	s11	variant	ambient context展示≤3 buffers+diagnostics	manual
1177	11	other	s11	noise	qwen3.8-max model add	manual
1178	11	other	s11	noise	xiaomi regional providers	manual
1179	11	other	s11	dup	prompt-cache runtime context进context engines — cache context	manual
1180	11	other	s11	boundary	BlueBubbles per-group systemPrompt	manual
1181	11	other	s11	dup	catalog-driven model compatibility重构 — compat层	manual
1182	11	other	s11	dup	/commands /models /usage /debug /config命令面 — command surface	manual
1183	11	other	s11	dup	structured summaries+token-budget tail protection — compaction	manual
1184	11	other	s11	boundary	E2E Record/Replay mode测试基建	manual
1185	11	other	s11	variant	segment-boundary substring matching fallback(model兼容)	manual
1186	11	other	s11	boundary	OPENCLAW_SUPERVISOR_MODE=external	manual
1187	11	other	s11	dup	gateway HTTP security headers(HSTS) — transport security	manual
1188	11	other	s11	cand	hook-events: message:transcribed/message:preprocessed+outbound enriched	manual
1189	11	other	s11	dup	web search toggle Feature Settings — web search	manual
1190	11	other	s11	noise	GLM-4.7 model add	manual
1191	11	other	s11	dup	Enter把queued message送进running turn — steer/queue已实装	manual
1192	11	other	s11	dup	reasoning/中间响应/tool activity按序进task history — transcript	manual
1193	11	other	s11	boundary	warelay same-phone self-messaging	manual
1194	11	other	s11	boundary	SearXNG native search backend+split web tools	manual
1195	11	other	s11	boundary	agent驱动desktop内嵌browser	manual
1196	11	other	s11	boundary	Jules repository级env vars	manual
1197	11	other	s11	noise	iOS CalVer版本管理	manual
1198	11	other	s11	dup	command backgrounds child不再挂起(child close settle) — exec lifecycle	manual
1199	11	perf	s11	dup	first-response timeout检测自动断开 — stream watchdog	manual
1200	11	perf	s11	dup	无API key可启动interactive — startup resilience	manual
1201	11	perf	s11	boundary	Feishu requireMention/bot-info timeout	manual
1202	11	perf	s11	dup	gateway auth默认token+自动生成持久 — auth bootstrap	manual
1203	11	perf	s11	variant	custom endpoint时跳过Gzip	manual
1204	11	perf	s11	noise	login link显示时序修复	manual
1205	11	perf	s11	boundary	enableModelOptimization全局开关(遥测)	manual
1206	11	perf	s11	dup	media/base64 decode超限归performance policy — policy classify	manual
1207	11	perf	s11	boundary	Telegram webhook mode替代polling	manual
1208	11	remote-cloud	s11	boundary	SSH/tmux下Claude Code Max认证难	manual
1209	11	remote-cloud	s11	boundary	SSH密码caps lock警告	manual
1210	11	remote-cloud	s11	boundary	同1209(重复发布)	manual
1211	11	remote-cloud	s11	boundary	self-hosted Sweep edit models	manual
1212	11	remote-cloud	s11	dup	OAuth master key不强建Keychain回落file-backed — auth storage	manual
1213	11	remote-cloud	s11	boundary	browser start --headless一次性覆盖	manual
1214	11	remote-cloud	s11	boundary	per-profile browser headless覆盖	manual
1215	11	remote-cloud	s11	boundary	+New建repo引导装CLI	manual
1216	11	remote-cloud	s11	boundary	Dashboard Plugins/Profiles页	manual
1217	11	remote-cloud	s11	boundary	multi edit prediction providers	manual
1218	11	remote-cloud	s11	boundary	edit prediction expected-patch输入	manual
1219	11	remote-cloud	s11	dup	remote dev用sh -lc加载profile — shell env	manual
1220	11	remote-cloud	s11	boundary	MCP in-session login/remote-branch review/signing	manual
1221	11	remote-cloud	s11	cand	remote-mcp: 401时弹OAuth授权prompt而非失败	manual
1222	11	remote-cloud	s11	dup	Skill Workshop Control UI+proposal view — M110族(其UI变体)	manual
1223	11	remote-cloud	s11	boundary	Gemini 3 Pro+SSH remoting agent server	manual
1224	11	remote-cloud	s11	boundary	同1223(重复发布)	manual
1225	11	remote-cloud	s11	boundary	Agent edits/Git Graph remote	manual
1226	11	remote-cloud	s11	dup	remote gateway token字段+non-plaintext保留 — auth config	manual
1227	11	sandbox-exec	s11	variant	timeout→auto-background vs 我方mode表	manual
1228	11	sandbox-exec	s11	boundary	docker network container join block	manual
1229	11	sandbox-exec	s11	dup	credential-path保护不依赖command-text检查 — sandbox边界语义	manual
1230	11	sandbox-exec	s11	boundary	Hub daemon directional upgrade	manual
1231	11	sandbox-exec	s11	boundary	单gateway多profile消息路由	manual
1232	11	sandbox-exec	s11	boundary	/sandbox启停命令	manual
1233	11	sandbox-exec	s11	dup	Windows home dir路径匹配过宽修复 — path matching	manual
1234	11	sandbox-exec	s11	dup	session-tree可见性+agent-to-agent access guards — access guards	manual
1235	11	scheduling	s11	variant	schedules统一user-level home vs instance-scoped	manual
1236	11	scheduling	s11	dup	缩短built-in tool descriptions+schema hints — schema瘦身	manual
1237	11	scheduling	s11	dup	WhatsApp event emitter stall watchdog — channel watchdog	manual
1238	11	scheduling	s11	dup	cron list列名Agent ID+Model列 — schedule list	manual
1239	11	scheduling	s11	cand	outbound-webhook: per-job webhook delivery+HTTP(S)校验	manual
1240	11	scheduling	s11	dup	cron payload.model "default"/null修复 — schedule migration	manual
1241	11	scheduling	s11	boundary	/api/v1/status任务heartbeat端点	manual
1242	11	scheduling	s11	dup	headless导出scheduled task能力 — schedule export	manual
1243	11	scheduling	s11	boundary	/subscription /topup计费命令	manual
1244	11	scheduling	s11	boundary	v2026.7.1 Control UI/onboarding大版本	manual
1245	11	scheduling	s11	boundary	cron delivery走modern target resolver	manual
1246	11	scheduling	s11	cand	hook-events: before-agent-finalize+cron jobId context+permission fingerprints	manual
1247	11	scheduling	s11	dup	SSH schedules按runtime分组隔离 — schedule scoping	manual
1248	11	scheduling	s11	variant	token-auth跨workspace schedule访问	manual
1249	11	search-index	s11	dup	fastcontext.js:43-93本就workdir限定+subdir containment+realpath fail-closed,$HOME/fs-root索引面不存在 — 更强	manual
1250	11	security-secrets	s11	dup	named model login profiles+凭据迁移 — auth profiles	manual
1251	11	security-secrets	s11	dup	config写后secrets-resolved snapshots保持 — secrets snapshot	manual
1252	11	security-secrets	s11	dup	constant-time secret比较 — timing-safe已实装	manual
1253	11	sessions-history	s11	dup	thread fork endpoints — fork exists	manual
1254	11	sessions-history	s11	dup	--restore-chat-history — session restore	manual
1255	11	sessions-history	s11	variant	sessionDir setting自定义session存储目录	manual
1256	11	sessions-history	s11	boundary	durable session-transcript SDK contract	manual
1257	11	sessions-history	s11	boundary	OpenTUI live-session stream/composer	manual
1258	11	sessions-history	s11	dup	image-only tool results soft-trim剪枝 — context pruning	manual
1259	11	sessions-history	s11	dup	model fallback保留original prompt body — retry integrity	manual
1260	11	sessions-history	s11	dup	image_generate走async media lifecycle — media task	manual
1261	11	sessions-history	s11	boundary	Android chat settings重设计	manual
1262	11	sessions-history	s11	dup	Cmd/Ctrl+Enter后台起会话 — session UX	manual
1263	11	sessions-history	s11	dup	single message可开branch selector — fork UX	manual
1264	11	sessions-history	s11	dup	Code Mode JS环境跨tool replies保持 — js_repl已实装	manual
1265	11	sessions-history	s11	dup	browser refresh后stale connections修复 — connection hygiene	manual
1266	11	sessions-history	s11	dup	tool result不重载全history — render perf	manual
1267	11	sessions-history	s11	dup	编辑早前消息→fork+rewind workspace — message edit/rewind已实装	manual
