idx	novelty	cluster	src	verdict	detail	pass
3774	0.56	other	s5	annotated	扩展 | **in-process TS 扩展**（jiti 免构建	prior
3775	0.56	other	s5	annotated	M113 插件安装治理 | **PARTIAL / 准入门径变体**	prior
3776	0.56	perf	s5	annotated	协作 | **Agents Window** 多 agent 并行管	prior
3777	0.56	remote-clo	s5	annotated	> `harnesses/cline.md`；SDK 化 agent l	prior
3778	0.56	sandbox-ex	s5	annotated	协作 | 内置 subagents（Explore/Bash/Bro	prior
3779	0.56	search-ind	s5	annotated	上下文 | DeepWiki 仓级架构 wiki 自动生成 | ❌	prior
3780	0.56	skills-plu	s5	annotated	扩展 | plugin SDK 全面（harness/provide	prior
3781	0.56	api-sdk	s4	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
3782	0.56	cli-flags	s4	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
3783	0.56	git-pr-ci	s4	annotated	M132 /config 会话内设置 | **REAL** | ch	prior
3784	0.56	mcp-tools	s4	annotated	**壳/平台**: 桌面 Electron 壳 + 零构建网页 UI（`	prior
3785	0.56	mcp-tools	s4	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
3786	0.56	models-rou	s4	annotated	输入 | slash 命令族（/clear /compact /co	prior
3787	0.56	models-rou	s4	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
3788	0.56	orchestrat	s4	annotated	扩展 | agents/modes/commands md 文件定义	prior
3789	0.56	other	s4	annotated	配置写竞态 | 不复发——fresh read 无缓存快照 |	prior
3790	0.56	other	s4	annotated	协作 | `/handoff` 打包会话+repo+branch+d	prior
3791	0.56	other	s4	annotated	模型 | catwalk 目录（ETag+内嵌快照）+fantasy	prior
3792	0.56	other	s4	annotated	协作 | Bugbot PR review 服务 | ⛔ | 无 S	prior
3793	0.56	other	s4	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
3794	0.56	perf	s4	annotated	> 本机审计副本 `C:\Desktop\pai-eval\PI-Des	prior
3795	0.56	sessions-h	s4	annotated	会话 | checkpointing（文件编辑快照恢复 worksp	prior
3796	0.56	sessions-h	s4	annotated	repo wiki 上传修复 | Repo Wiki 决策项佐证 |	prior
3797	0.56	shell-tool	s4	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
3798	0.56	shell-tool	s4	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	prior
3799	0.56	skills-plu	s4	annotated	M82 MCP prompts 上浮 | **落地**——promp	prior
3800	0.56	models-rou	s7	annotated	OpenAI OAuth 登录族 | provider auth 变	prior
3801	0.56	other	s7	annotated	CodeBuddy 本地 gateway 跨域 POST | ~~复	prior
3802	0.56	sessions-h	s7	annotated	陈旧任务对账 | Cline stale session 对账 |	prior
3803	0.56	sessions-h	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
3804	0.56	sessions-h	s6	annotated	执行 | 权限=规则库（tool×scope×wildcard 调用	prior
3805	0.56	ui-ux	s6	annotated	文件监听资源占用/搜索中输入/滚动位置/消息宽度/空 thinkin	prior
3806	0.56	approval-g	s4	annotated	N4 | subagent 三旋钮：steering 隔离（omit	prior
3807	0.56	cli-flags	s4	annotated	协作 | **cline-hub**：detached daemon	prior
3808	0.56	other	s4	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
3809	0.56	skills-plu	s4	annotated	模型 | 多厂 lineup+TRAE Auto Model 路由+	prior
3810	0.56	shell-tool	s7	annotated	会话 | 任务列表（workspace/分组/时间线视图+搜索+3/	prior
3811	0.56	bugfix	s7	annotated	**缺口小结**: 可迁移 = **LSP 工具组**（候选）、命令自动	prior
3812	0.56	cli-flags	s7	annotated	Cline 压缩 1024 硬帽压死 reasoning | 待核（	prior
3813	0.56	cli-flags	s7	annotated	会话 | `/debug` 导出含前后台 subagent 链的 t	prior
3814	0.56	git-pr-ci	s7	annotated	执行 | Agent 模式可自发 task plan 求确认；SOL	prior
3815	0.56	git-pr-ci	s7	annotated	### 28.15 中档批次 2（2026-09-21，commit 5	prior
3816	0.56	git-pr-ci	s7	annotated	输入 | `/tangent` 旁路 fork 会话、`/conte	prior
3817	0.56	mcp-tools	s7	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	prior
3818	0.56	memory-con	s7	annotated	FTS 损伤域隔离（索引坏≠会话死） | 变体（memory FTS	prior
3819	0.56	memory-con	s7	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
3820	0.56	memory-con	s7	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
3821	0.56	models-rou	s7	annotated	M100 provider fallback 链 | **落地**—	prior
3822	0.56	models-rou	s7	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
3823	0.56	models-rou	s7	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
3824	0.56	other	s7	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
3825	0.56	other	s7	annotated	持久化 | JSONL v3（header+parentId 树）+	prior
3826	0.56	other	s7	annotated	M108 消毒会话分享 | **MISSING** | export	prior
3827	0.56	other	s7	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
3828	0.56	other	s7	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
3829	0.56	other	s7	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
3830	0.56	remote-clo	s7	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
3831	0.56	sandbox-ex	s7	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
3832	0.56	scheduling	s7	annotated	持久化 | CronCreate 会话级定时任务（resume 恢复	prior
3833	0.56	search-ind	s7	annotated	粘贴超长文本转附件 | Codex composer | paste	prior
3834	0.56	shell-tool	s7	annotated	- 现状 SQLite+FTS5+scope+生命周期评分+注入面已落地	prior
3835	0.56	skills-plu	s7	annotated	模型 | models.json 目录（指令模板+tool mode	prior
3836	0.56	ui-ux	s7	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
3837	0.56	ui-ux	s7	annotated	上下文 | **LSP 一等**：diagnostics/refer	prior
3838	0.56	ui-ux	s7	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
3839	0.56	shell-tool	s6	annotated	执行 | 权限决定 Allow/Allow session or p	prior
3840	0.56	shell-tool	s6	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
3841	0.56	api-sdk	s6	annotated	workflow 取消/恢复被拒时显示原因 | 同构（structu	prior
3842	0.56	api-sdk	s6	annotated	上下文 | ToolSearch 延迟加载工具 schema | ❌	prior
3843	0.56	approval-g	s6	annotated	输入 | 消息式 UI；confirmation 模式（动作挂 AW	prior
3844	0.56	approval-g	s6	annotated	**坑核查清单**（代码级 verify 项，优先级高于新功能——全是各	prior
3845	0.56	bugfix	s6	annotated	- CLI 移除 plan mode → 值得注意的反向信号：对方在简化	prior
3846	0.56	bugfix	s6	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
3847	0.56	bugfix	s6	annotated	M64 实际删除动作 | **落地**——instance_purg	prior
3848	0.56	bugfix	s6	annotated	协作 | 内置 Agent/Builder/Search subag	prior
3849	0.56	cli-flags	s6	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
3850	0.56	cli-flags	s6	annotated	## 5. Devin（Cognition · Cloud VM ses	prior
3851	0.56	cli-flags	s6	annotated	**Cline**：Desktop/CLI/SDK 三轨迭代快但多为修复	prior
3852	0.56	cli-flags	s6	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
3853	0.56	git-pr-ci	s6	annotated	执行 | 命令 60s 自动后台化+`job_output`/`jo	prior
3854	0.56	git-pr-ci	s6	annotated	输入 | TUI composer：`@`文件、`!`shell 直	prior
3855	0.56	git-pr-ci	s6	annotated	M108 消毒会话分享 | **MISSING** | export	prior
3856	0.56	integratio	s6	annotated	会话 | IDE 会话持久化+`#Past Chats` 拉旧会话进	prior
3857	0.56	mcp-tools	s6	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
3858	0.56	mcp-tools	s6	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
3859	0.56	memory-con	s6	annotated	会话 | TUI 内 `/review`（代码评审模式）/`/dif	prior
3860	0.56	memory-con	s6	annotated	上下文 | 上下文文件拦截注入标记（`_scan_context_c	prior
3861	0.56	models-rou	s6	annotated	模型 | ~35 provider 生成目录+OAuth 族+`mo	prior
3862	0.56	models-rou	s6	annotated	M81 命名 profile | **落地**——`<instanc	prior
3863	0.56	models-rou	s6	annotated	subagent 结果加 header 标记防冒充 / prompt	prior
3864	0.56	models-rou	s6	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
3865	0.56	models-rou	s6	annotated	模型 | catwalk 目录（ETag+内嵌快照）+fantasy	prior
3866	0.56	models-rou	s6	annotated	- M100 provider fallback 链+retry+模型目	prior
3867	0.56	models-rou	s6	annotated	## 15. Roo Code（VS Code ext + CLI ov	prior
3868	0.56	orchestrat	s6	annotated	3. **一任务多 worker 池语义**——今天是 task↔job	prior
3869	0.56	other	s6	annotated	输入 | `@path` 引用、`!`bash 前缀直跑、`#`记忆	prior
3870	0.56	other	s6	annotated	U15 子目录 hint/文件族 | **已有** | steeri	prior
3871	0.56	other	s6	annotated	平台 | IDE+CLI（ACP server）+Cloud | ⛔	prior
3872	0.56	other	s6	annotated	- provider-native web search 默认开、mid	prior
3873	0.56	other	s6	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
3874	0.56	other	s6	annotated	macOS TCC 签名身份持久 | 平台 N/A |	prior
3875	0.56	other	s6	annotated	conversation tags/归档、上下文用量表+手动压缩、p	prior
3876	0.56	other	s6	annotated	19. 审批卡渲染中 Enter 是否可批未加载完的内容	prior
3877	0.56	perf	s6	annotated	11. stale agent_end 跨 turn 复用污染	prior
3878	0.56	remote-clo	s6	annotated	长会话分页 | Codex/OpenCode 虚拟滚动 | UI 侧	prior
3879	0.56	remote-clo	s6	annotated	memory write 名/id FK 崩溃修复 | 踩坑：API	prior
3880	0.56	remote-clo	s6	annotated	协作 | Remote Development：SSH/WSL/Do	prior
3881	0.56	remote-clo	s6	annotated	协作 | Remote Control（手机浏览器控制已开 work	prior
3882	0.56	sandbox-ex	s6	annotated	中断流自动重试 | 变体（provider 韧性族，已记） |	prior
3883	0.56	scheduling	s6	annotated	后台 workflow 运行中的 session 不消失在任务列表	prior
3884	0.56	security-s	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
3885	0.56	sessions-h	s6	annotated	协作 | 内置 general-purpose+Explore su	prior
3886	0.56	sessions-h	s6	annotated	陈旧任务对账 | Cline stale session 对账 |	prior
3887	0.56	shell-tool	s6	annotated	M122 shell 环境快照 | **MISSING** | 无	prior
3888	0.56	shell-tool	s6	annotated	输入 | @文件/文件夹/问题/终端 mentions；enhanc	prior
3889	0.56	shell-tool	s6	annotated	5. grep/find 参数以 `-` 开头是否被当 flag	prior
3890	0.56	skills-plu	s6	annotated	> `harnesses/opencode.md`；harness-as	prior
3891	0.56	skills-plu	s6	annotated	执行 | 沙箱执行命令+**删除保护走回收站+改前备份**（Wind	prior
3892	0.56	skills-plu	s6	annotated	执行 | **code mode**：模型写 ≤128KB JS 在	prior
3893	0.56	ui-ux	s6	annotated	session origin 过滤（Slack/Web/API/Ji	prior
3894	0.56	ui-ux	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
3895	0.56	ui-ux	s6	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
3896	0.56	ui-ux	s6	annotated	D5 | mode 粒度加深 | 自行排期 → **已落地** |	prior
3897	0.56	ui-ux	s6	annotated	执行 | 普通 agent 提问 5 分钟自动继续；权限/计划批准永	prior
3898	0.56	ui-ux	s5	annotated	19. 审批卡渲染中 Enter 是否可批未加载完的内容	prior
3899	0.56	remote-clo	s5	annotated	协作 | EnterWorktree git worktree 隔离	prior
3900	0.56	shell-tool	s5	annotated	后台 workflow 运行中的 session 不消失在任务列表	prior
3901	0.56	shell-tool	s5	annotated	非视觉模型附着图片被静默丢弃→校验+提示 | 踩坑：N8 能力门控已	prior
3902	0.56	approval-g	s5	annotated	侧栏 agent mode 图标 | 同构（会话类型徽章） |	prior
3903	0.56	approval-g	s5	annotated	畸形 JSON-RPC→协议错误不再静默执行 | 踩坑：channe	prior
3904	0.56	attachment	s5	annotated	10. clipboard bmp/GIF 格式是否归一/保真	prior
3905	0.56	bugfix	s5	annotated	**缺口小结**: 最厚的可迁移缺口 = **Goal Mode 证据验	prior
3906	0.56	bugfix	s5	annotated	协作 | 内置 general-purpose+Explore su	prior
3907	0.56	cli-flags	s5	annotated	后台 workflow 运行中的 session 不消失在任务列表	prior
3908	0.56	git-pr-ci	s5	annotated	扩展 | 无插件——子类化四个 seam（Agent/Environ	prior
3909	0.56	git-pr-ci	s5	annotated	memory write 名/id FK 崩溃修复 | 踩坑：API	prior
3910	0.56	git-pr-ci	s5	annotated	会话 | 会话列表可搜可存档可 share（share 链接）+SQ	prior
3911	0.56	git-pr-ci	s5	annotated	执行 | 权限模式 6 档（default/acceptEdits/	prior
3912	0.56	git-pr-ci	s5	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
3913	0.56	git-pr-ci	s5	annotated	> 本机审计副本 `C:\Desktop\pai-eval\PI-Des	prior
3914	0.56	git-pr-ci	s5	annotated	上下文 | AGENTS.md+.goosehints+@file	prior
3915	0.56	git-pr-ci	s5	annotated	conversation tags/归档、上下文用量表+手动压缩、p	prior
3916	0.56	mcp-tools	s5	annotated	可见性 | 工具调用 diff 预览、todo 面板（TodoWri	prior
3917	0.56	mcp-tools	s5	annotated	MCP 连接状态+重连/密钥页面迁移/个人 OAuth | N/A	prior
3918	0.56	mcp-tools	s5	annotated	MCP 协议版本可配 | N/A 无 MCP |	prior
3919	0.56	memory-con	s5	annotated	> `harnesses/gemini-cli.md`；扩展即平台（单	prior
3920	0.56	memory-con	s5	annotated	协作 | **Crew**（开源常驻 gateway：session	prior
3921	0.56	memory-con	s5	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
3922	0.56	models-rou	s5	annotated	模型 | ~38 provider 插件+CredentialPoo	prior
3923	0.56	models-rou	s5	annotated	模型 | ContentGenerator 抽象+OpenAI 兼容	prior
3924	0.56	models-rou	s5	annotated	7. secret redaction 是否误伤合法内容+错误堆栈/me	prior
3925	0.56	models-rou	s5	annotated	模型 | 内建多模型切换（Hunyuan/GLM/MiniMax/K	prior
3926	0.56	orchestrat	s5	annotated	工具失败错误正确显示、不残留半成品卡 | 同构（tool 错误行+d	prior
3927	0.56	other	s5	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
3928	0.56	other	s5	annotated	输入 | slash 命令族（/clear /compact /co	prior
3929	0.56	other	s5	annotated	**缺口小结**: 形态外（云 VM/蓝图/集成面）占半；真实可迁移 =	prior
3930	0.56	other	s5	annotated	持久化 | 任务中心输出持久（64KiB cap）+可恢复子 ses	prior
3931	0.56	other	s5	annotated	开屏 | Qwen OAuth 设备流+API key+~15 pr	prior
3932	0.56	other	s5	annotated	上下文 | code index 驱动 folder/workspa	prior
3933	0.56	other	s5	annotated	CodeBuddy 本地 gateway 跨域 POST | ~~复	prior
3934	0.56	other	s5	annotated	**Bot Mode**：命名 agent+头像+群聊，bot 互相	prior
3935	0.56	other	s5	annotated	开屏 | `--model` 直选（LiteLLM 350+ 模型元	prior
3936	0.56	other	s5	annotated	协作 | `task` 工具子会话（parentID+权限派生+深度	prior
3937	0.56	other	s5	annotated	模型 | LiteLLM 100+ provider+tenacit	prior
3938	0.56	other	s5	annotated	Vibe / PI-Desktop | 无公开 changelog	prior
3939	0.56	other	s5	annotated	开屏 | 桌面 workspace=项目文件夹；Z.ai OAuth	prior
3940	0.56	other	s5	annotated	diff 默认折叠为 file chip / 会话列表 sort+f	prior
3941	0.56	other	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
3942	0.56	other	s5	annotated	U11 LSP 工具组 | **已有** | 只读面（definit	prior
3943	0.56	other	s5	annotated	执行 | 沙箱 beta（写限 project+temp+依赖目录；	prior
3944	0.56	perf	s5	annotated	后台 workflow 运行中的 session 不消失在任务列表	prior
3945	0.56	remote-clo	s5	annotated	Origin repos / Vercel publish / 云预	prior
3946	0.56	remote-clo	s5	annotated	可见性 | 事件流全量可检视（event log=API）；观察截断	prior
3947	0.56	sandbox-ex	s5	annotated	上下文 | `/compact`+自动压缩+`/context` 组	prior
3948	0.56	sessions-h	s5	annotated	开屏 | `--model` 直选（LiteLLM 350+ 模型元	prior
3949	0.56	sessions-h	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
3950	0.56	sessions-h	s5	annotated	模型切换不丢上下文 | 踩坑：durable session 不复发	prior
3951	0.56	sessions-h	s5	annotated	prompt history 200 帽 | **候选（薄）**：输	prior
3952	0.56	shell-tool	s5	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
3953	0.56	shell-tool	s5	annotated	执行 | shell 块 `confirm_ask`（y/A 全/S	prior
3954	0.56	shell-tool	s5	annotated	## 26. Mini-SWE-Agent（SWE-bench 团队 ·	prior
3955	0.56	shell-tool	s5	annotated	agent_sdk 子会话继承用户配置泄漏（MCP/tools 渗入	prior
3956	0.56	skills-plu	s5	annotated	输入 | `@`文件/文件夹/plugin 引用、`#`历史会话链接	prior
3957	0.56	skills-plu	s5	annotated	> `harnesses/goose.md`；MCP 是唯一工具总线（内	prior
3958	0.56	ui-ux	s5	annotated	5. grep/find 参数以 `-` 开头是否被当 flag	prior
3959	0.56	ui-ux	s5	annotated	远端浏览器 tab/窗口记忆 | 边界（内置浏览器） |	prior
3960	0.56	ui-ux	s5	annotated	输入 | slash 族（/chat save/resume /me	prior
3961	0.56	ui-ux	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
3962	0.56	ui-ux	s5	annotated	D1 | 向量 codebase 索引 | **拒绝** | 移入	prior
3963	0.56	ui-ux	s5	annotated	**缺口小结**: 我方上游身体的强项（session 树/rpc/扩展	prior
3964	0.56	ui-ux	s5	annotated	knowledge folder 需操作员确认才进库 | 同构（pr	prior
